"BehaviorSpace results (NetLogo 6.1.1)"
"coc00031.nlogo"
"Allv3"
"03/02/2020 05:00:27:711 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-20","20","-8","8"
"[run number]","number-of-lanes","max-patience","acceleration","number-of-cars","deceleration","[step]","[speed] of selected-car"
"10760","5","21","0.006","111","0.1","999","0.1"
"10762","5","21","0.006","121","0.04","999","0.4820000000000007"
"10764","5","21","0.006","121","0.08","999","0.026000000000000086"
"10763","5","21","0.006","121","0.06","999","0"
"10765","5","21","0.006","121","0.1","999","0.21600000000000058"
"10766","5","21","0.006","131","0.02","999","0.17600000000000007"
"10767","5","21","0.006","131","0.04","999","0.1340000000000001"
"10768","5","21","0.006","131","0.06","999","0.06"
"10769","5","21","0.006","131","0.08","999","0"
"10770","5","21","0.006","131","0.1","999","0.09600000000000002"
"10771","5","21","0.006","141","0.02","999","0.33000000000000024"
"10772","5","21","0.006","141","0.04","999","0.1720000000000001"
"10773","5","21","0.006","141","0.06","999","0"
"10774","5","21","0.006","141","0.08","999","0.034"
"10776","5","21","0.006","151","0.02","999","0.38200000000000023"
"10775","5","21","0.006","141","0.1","999","0.1980000000000001"
"10777","5","21","0.006","151","0.04","999","0.3080000000000004"
"10778","5","21","0.006","151","0.06","999","0.06"
"10779","5","21","0.006","151","0.08","999","0.26200000000000023"
"10781","5","21","0.006","161","0.02","999","0.11400000000000002"
"10780","5","21","0.006","151","0.1","999","0"
"10782","5","21","0.006","161","0.04","999","0.2680000000000001"
"10783","5","21","0.006","161","0.06","999","0.06599999999999999"
"10784","5","21","0.006","161","0.08","999","0.04000000000000001"
"10785","5","21","0.006","161","0.1","999","0"
"10786","5","21","0.006","171","0.02","999","0.2500000000000001"
"10787","5","21","0.006","171","0.04","999","0.18000000000000008"
"10788","5","21","0.006","171","0.06","999","0.07800000000000004"
"10790","5","21","0.006","171","0.1","999","0"
"10789","5","21","0.006","171","0.08","999","0.047999999999999994"
"10791","5","21","0.006","181","0.02","999","0.027999999999999997"
"10792","5","21","0.006","181","0.04","999","0.025999999999999995"
"10793","5","21","0.006","181","0.06","999","0.07800000000000001"
"10801","5","21","0.008","1","0.02","999","0"
"10802","5","21","0.008","1","0.04","999","0"
"10794","5","21","0.006","181","0.08","999","0.5220000000000004"
"10803","5","21","0.008","1","0.06","999","0"
"10804","5","21","0.008","1","0.08","999","0"
"10805","5","21","0.008","1","0.1","999","0"
"10795","5","21","0.006","181","0.1","999","0.23200000000000012"
"10806","5","21","0.008","11","0.02","999","0"
"10807","5","21","0.008","11","0.04","999","0.6005146002246224"
"10808","5","21","0.008","11","0.06","999","0.5011965757069727"
"10809","5","21","0.008","11","0.08","999","0.7580519320490103"
"10810","5","21","0.008","11","0.1","999","0.7339681322249836"
"10812","5","21","0.008","21","0.04","999","0.5200741492186772"
"10811","5","21","0.008","21","0.02","999","0.5072496064769737"
"10813","5","21","0.008","21","0.06","999","0"
"10814","5","21","0.008","21","0.08","999","0.5150526870771328"
"10796","5","21","0.006","191","0.02","999","0"
"10815","5","21","0.008","21","0.1","999","0.432528737217182"
"10816","5","21","0.008","31","0.02","999","0.48000000000000037"
"10797","5","21","0.006","191","0.04","999","0.04"
"10817","5","21","0.008","31","0.04","999","0.5596595018276522"
"10818","5","21","0.008","31","0.06","999","0.6320000000000007"
"10819","5","21","0.008","31","0.08","999","0.6470154067264124"
"10820","5","21","0.008","31","0.1","999","0.19600000000000026"
"10821","5","21","0.008","41","0.02","999","0.5894883991567403"
"10822","5","21","0.008","41","0.04","999","0.3440000000000005"
"10823","5","21","0.008","41","0.06","999","0.1720000000000003"
"10824","5","21","0.008","41","0.08","999","0.4160000000000005"
"10799","5","21","0.006","191","0.08","999","0.032000000000000244"
"10798","5","21","0.006","191","0.06","999","0.060000000000000026"
"10825","5","21","0.008","41","0.1","999","0.5689280902282121"
"10800","5","21","0.006","191","0.1","999","0.040000000000000556"
"10826","5","21","0.008","51","0.02","999","0"
"10828","5","21","0.008","51","0.06","999","0.5480000000000017"
"10827","5","21","0.008","51","0.04","999","0.09600000000000003"
"10829","5","21","0.008","51","0.08","999","0.5986256890498742"
"10830","5","21","0.008","51","0.1","999","0.4920000000000011"
"10832","5","21","0.008","61","0.04","999","0"
"10831","5","21","0.008","61","0.02","999","0.5702235924445963"
"10833","5","21","0.008","61","0.06","999","0.5809697257215471"
"10834","5","21","0.008","61","0.08","999","0.7040000000000007"
"10835","5","21","0.008","61","0.1","999","0.3280000000000005"
"10837","5","21","0.008","71","0.04","999","0"
"10836","5","21","0.008","71","0.02","999","0.5352943299326101"
"10838","5","21","0.008","71","0.06","999","0.1880000000000002"
"10839","5","21","0.008","71","0.08","999","0.22400000000000023"
"10841","5","21","0.008","81","0.02","999","0"
"10840","5","21","0.008","71","0.1","999","0.4760000000000005"
"10842","5","21","0.008","81","0.04","999","0.28000000000000036"
"10843","5","21","0.008","81","0.06","999","0.39600000000000074"
"10844","5","21","0.008","81","0.08","999","0"
"10845","5","21","0.008","81","0.1","999","0"
"10846","5","21","0.008","91","0.02","999","0"
"10847","5","21","0.008","91","0.04","999","0.5360000000000005"
"10848","5","21","0.008","91","0.06","999","0.1080000000000001"
"10850","5","21","0.008","91","0.1","999","0.18400000000000064"
"10849","5","21","0.008","91","0.08","999","0.09600000000000028"
"10851","5","21","0.008","101","0.02","999","0.5088968172061403"
"10852","5","21","0.008","101","0.04","999","0.008"
"10853","5","21","0.008","101","0.06","999","0.4720000000000005"
"10854","5","21","0.008","101","0.08","999","0.5920000000000004"
"10855","5","21","0.008","101","0.1","999","0.10800000000000001"
"10856","5","21","0.008","111","0.02","999","0.11600000000000005"
"10857","5","21","0.008","111","0.04","999","0.36000000000000026"
"10858","5","21","0.008","111","0.06","999","0.2800000000000003"
"10859","5","21","0.008","111","0.08","999","0.43200000000000033"
"10860","5","21","0.008","111","0.1","999","0.06000000000000005"
"10861","5","21","0.008","121","0.02","999","0.32800000000000024"
"10862","5","21","0.008","121","0.04","999","0.024000000000000084"
"10863","5","21","0.008","121","0.06","999","0.1400000000000002"
"10864","5","21","0.008","121","0.08","999","0.08"
"10865","5","21","0.008","121","0.1","999","0.2160000000000005"
"10867","5","21","0.008","131","0.04","999","0.35200000000000037"
"10868","5","21","0.008","131","0.06","999","0.048"
"10866","5","21","0.008","131","0.02","999","0.3120000000000002"
"10869","5","21","0.008","131","0.08","999","0.08"
"10870","5","21","0.008","131","0.1","999","0.09200000000000005"
"10871","5","21","0.008","141","0.02","999","0.09200000000000003"
"10872","5","21","0.008","141","0.04","999","0.10400000000000004"
"10873","5","21","0.008","141","0.06","999","0.2960000000000006"
"10874","5","21","0.008","141","0.08","999","0.32800000000000035"
"10875","5","21","0.008","141","0.1","999","0.048"
"10877","5","21","0.008","151","0.04","999","0.1760000000000001"
"10876","5","21","0.008","151","0.02","999","0.3440000000000002"
"10878","5","21","0.008","151","0.06","999","0.09200000000000036"
"10879","5","21","0.008","151","0.08","999","0.14400000000000004"
"10880","5","21","0.008","151","0.1","999","0.27200000000000024"
"10881","5","21","0.008","161","0.02","999","0"
"10882","5","21","0.008","161","0.04","999","0.37600000000000033"
"10883","5","21","0.008","161","0.06","999","0.18400000000000014"
"10884","5","21","0.008","161","0.08","999","0.19200000000000012"
"10886","5","21","0.008","171","0.02","999","0.33600000000000024"
"10885","5","21","0.008","161","0.1","999","0.016000000000000063"
"10887","5","21","0.008","171","0.04","999","0.04"
"10888","5","21","0.008","171","0.06","999","0"
"10889","5","21","0.008","171","0.08","999","0.2400000000000003"
"10890","5","21","0.008","171","0.1","999","0.040000000000000195"
"10891","5","21","0.008","181","0.02","999","0.36400000000000027"
"10892","5","21","0.008","181","0.04","999","0"
"10893","5","21","0.008","181","0.06","999","0.19200000000000017"
"10901","5","21","0.01","1","0.02","999","0"
"10902","5","21","0.01","1","0.04","999","0"
"10894","5","21","0.008","181","0.08","999","0.08800000000000094"
"10903","5","21","0.01","1","0.06","999","0"
"10904","5","21","0.01","1","0.08","999","0"
"10905","5","21","0.01","1","0.1","999","0"
"10895","5","21","0.008","181","0.1","999","0"
"10906","5","21","0.01","11","0.02","999","0"
"10907","5","21","0.01","11","0.04","999","0"
"10908","5","21","0.01","11","0.06","999","0.5320272454654662"
"10896","5","21","0.008","191","0.02","999","0.1800000000000001"
"10909","5","21","0.01","11","0.08","999","0"
"10910","5","21","0.01","11","0.1","999","0"
"10911","5","21","0.01","21","0.02","999","0.5633266882709675"
"10897","5","21","0.008","191","0.04","999","0.3920000000000003"
"10912","5","21","0.01","21","0.04","999","0.6620688196130204"
"10913","5","21","0.01","21","0.06","999","0.7200000000000004"
"10914","5","21","0.01","21","0.08","999","0.6565003556867937"
"10915","5","21","0.01","21","0.1","999","0"
"10916","5","21","0.01","31","0.02","999","0.7107840925565487"
"10917","5","21","0.01","31","0.04","999","0.5760104140096793"
"10898","5","21","0.008","191","0.06","999","0.24400000000000024"
"10919","5","21","0.01","31","0.08","999","0.5596378912251705"
"10918","5","21","0.01","31","0.06","999","0.6004295815636995"
"10920","5","21","0.01","31","0.1","999","0.3600000000000004"
"10899","5","21","0.008","191","0.08","999","0.04"
"10921","5","21","0.01","41","0.02","999","0.5924919135114844"
"10922","5","21","0.01","41","0.04","999","0.5622250046574195"
"10923","5","21","0.01","41","0.06","999","0.34000000000000047"
"10924","5","21","0.01","41","0.08","999","0.5192399040200678"
"10900","5","21","0.008","191","0.1","999","0.10800000000000001"
"10925","5","21","0.01","41","0.1","999","0.6196985877837521"
"10926","5","21","0.01","51","0.02","999","0.6420517474528401"
"10927","5","21","0.01","51","0.04","999","0.5070458222361636"
"10928","5","21","0.01","51","0.06","999","0.4400000000000002"
"10929","5","21","0.01","51","0.08","999","0.4779886849429024"
"10930","5","21","0.01","51","0.1","999","0.2500000000000001"
"10932","5","21","0.01","61","0.04","999","0.4000000000000002"
"10931","5","21","0.01","61","0.02","999","0.48640750671483735"
"10934","5","21","0.01","61","0.08","999","0"
"10933","5","21","0.01","61","0.06","999","0.48206557150658175"
"10935","5","21","0.01","61","0.1","999","0.02"
"10937","5","21","0.01","71","0.04","999","0.4400000000000002"
"10936","5","21","0.01","71","0.02","999","0.5900000000000006"
"10938","5","21","0.01","71","0.06","999","0.5900000000000004"
"10939","5","21","0.01","71","0.08","999","0.34000000000000047"
"10940","5","21","0.01","71","0.1","999","0"
"10941","5","21","0.01","81","0.02","999","0"
"10943","5","21","0.01","81","0.06","999","0.3100000000000003"
"10942","5","21","0.01","81","0.04","999","0.3200000000000001"
"10944","5","21","0.01","81","0.08","999","0.2900000000000001"
"10945","5","21","0.01","81","0.1","999","0.23000000000000026"
"10946","5","21","0.01","91","0.02","999","0.24000000000000007"
"10947","5","21","0.01","91","0.04","999","0.29000000000000026"
"10948","5","21","0.01","91","0.06","999","0.3200000000000001"
"10949","5","21","0.01","91","0.08","999","0.23000000000000043"
"10950","5","21","0.01","91","0.1","999","0.1"
"10952","5","21","0.01","101","0.04","999","0.06000000000000002"
"10951","5","21","0.01","101","0.02","999","0.5119601862934088"
"10953","5","21","0.01","101","0.06","999","0.6000000000000004"
"10954","5","21","0.01","101","0.08","999","0.1400000000000001"
"10955","5","21","0.01","101","0.1","999","0.11999999999999988"
"10956","5","21","0.01","111","0.02","999","0.5400000000000003"
"10957","5","21","0.01","111","0.04","999","0"
"10958","5","21","0.01","111","0.06","999","0.2700000000000001"
"10959","5","21","0.01","111","0.08","999","0.22000000000000006"
"10961","5","21","0.01","121","0.02","999","0.5300000000000002"
"10962","5","21","0.01","121","0.04","999","0.27000000000000024"
"10960","5","21","0.01","111","0.1","999","0.16999999999999996"
"10963","5","21","0.01","121","0.06","999","0.24000000000000013"
"10964","5","21","0.01","121","0.08","999","0.04"
"10966","5","21","0.01","131","0.02","999","0.15"
"10965","5","21","0.01","121","0.1","999","0"
"10967","5","21","0.01","131","0.04","999","0.08999999999999997"
"10968","5","21","0.01","131","0.06","999","0.5600000000000003"
"10969","5","21","0.01","131","0.08","999","0.17999999999999997"
"10970","5","21","0.01","131","0.1","999","0.02"
"10971","5","21","0.01","141","0.02","999","0.13999999999999999"
"10972","5","21","0.01","141","0.04","999","0"
"10973","5","21","0.01","141","0.06","999","0.08000000000000002"
"10974","5","21","0.01","141","0.08","999","0.15"
"10975","5","21","0.01","141","0.1","999","0.01999999999999997"
"10976","5","21","0.01","151","0.02","999","0.6345490548301581"
"10977","5","21","0.01","151","0.04","999","0"
"10978","5","21","0.01","151","0.06","999","0.06"
"10979","5","21","0.01","151","0.08","999","0.22000000000000006"
"10980","5","21","0.01","151","0.1","999","0.09"
"10981","5","21","0.01","161","0.02","999","0.12000000000000019"
"10982","5","21","0.01","161","0.04","999","0.3500000000000001"
"10983","5","21","0.01","161","0.06","999","0.3000000000000001"
"10984","5","21","0.01","161","0.08","999","0.12999999999999995"
"10985","5","21","0.01","161","0.1","999","0.29000000000000015"
"10987","5","21","0.01","171","0.04","999","0.2800000000000001"
"10988","5","21","0.01","171","0.06","999","0.06"
"10986","5","21","0.01","171","0.02","999","0.18999999999999995"
"10989","5","21","0.01","171","0.08","999","0.25000000000000006"
"10990","5","21","0.01","171","0.1","999","0.06999999999999992"
"10991","5","21","0.01","181","0.02","999","0.1399999999999999"
"10992","5","21","0.01","181","0.04","999","0.20000000000000004"
"10993","5","21","0.01","181","0.06","999","0.060000000000000026"
"11001","5","41","0.002","1","0.02","999","0"
"11002","5","41","0.002","1","0.04","999","0"
"10994","5","21","0.01","181","0.08","999","0"
"11003","5","41","0.002","1","0.06","999","0"
"11004","5","41","0.002","1","0.08","999","0"
"10995","5","21","0.01","181","0.1","999","0.11999999999999997"
"11005","5","41","0.002","1","0.1","999","0"
"11006","5","41","0.002","11","0.02","999","0.4560000000000004"
"11007","5","41","0.002","11","0.04","999","0"
"11008","5","41","0.002","11","0.06","999","0.7527923579012368"
"11009","5","41","0.002","11","0.08","999","0"
"11010","5","41","0.002","11","0.1","999","0"
"10997","5","21","0.01","191","0.04","999","0.20999999999999985"
"11011","5","41","0.002","21","0.02","999","0.5123922839543942"
"11012","5","41","0.002","21","0.04","999","0.3620000000000004"
"11013","5","41","0.002","21","0.06","999","0.4700000000000004"
"11014","5","41","0.002","21","0.08","999","0.1100000000000003"
"10996","5","21","0.01","191","0.02","999","0"
"11015","5","41","0.002","21","0.1","999","0.13000000000000017"
"10998","5","21","0.01","191","0.06","999","0.4300000000000002"
"11016","5","41","0.002","31","0.02","999","0.41000000000000064"
"11017","5","41","0.002","31","0.04","999","0.022000000000000006"
"11018","5","41","0.002","31","0.06","999","0.09000000000000012"
"11020","5","41","0.002","31","0.1","999","0.13800000000000023"
"11019","5","41","0.002","31","0.08","999","0.46400000000000036"
"11021","5","41","0.002","41","0.02","999","0.29400000000000037"
"11022","5","41","0.002","41","0.04","999","0.044000000000000004"
"10999","5","21","0.01","191","0.08","999","0.17"
"11023","5","41","0.002","41","0.06","999","0.36400000000000027"
"11024","5","41","0.002","41","0.08","999","0.09400000000000001"
"11025","5","41","0.002","41","0.1","999","0.1"
"11027","5","41","0.002","51","0.04","999","0.11400000000000012"
"11026","5","41","0.002","51","0.02","999","0.18200000000000016"
"11000","5","21","0.01","191","0.1","999","0.5200000000000002"
"11028","5","41","0.002","51","0.06","999","0.14400000000000068"
"11029","5","41","0.002","51","0.08","999","0.04600000000000011"
"11030","5","41","0.002","51","0.1","999","0.14800000000000013"
"11031","5","41","0.002","61","0.02","999","0.022"
"11032","5","41","0.002","61","0.04","999","0.08200000000000006"
"11033","5","41","0.002","61","0.06","999","0.32200000000000045"
"11035","5","41","0.002","61","0.1","999","0.17800000000000024"
"11034","5","41","0.002","61","0.08","999","0.11000000000000025"
"11036","5","41","0.002","71","0.02","999","0.23200000000000023"
"11037","5","41","0.002","71","0.04","999","0.31800000000000034"
"11038","5","41","0.002","71","0.06","999","0.11000000000000004"
"11039","5","41","0.002","71","0.08","999","0"
"11040","5","41","0.002","71","0.1","999","0.1"
"11041","5","41","0.002","81","0.02","999","0.024000000000000035"
"11042","5","41","0.002","81","0.04","999","0.07600000000000011"
"11044","5","41","0.002","81","0.08","999","0.15600000000000047"
"11045","5","41","0.002","81","0.1","999","0.12000000000000002"
"11046","5","41","0.002","91","0.02","999","0.1880000000000002"
"11043","5","41","0.002","81","0.06","999","0.016"
"11047","5","41","0.002","91","0.04","999","0.04800000000000011"
"11048","5","41","0.002","91","0.06","999","0.2600000000000002"
"11049","5","41","0.002","91","0.08","999","0.02600000000000001"
"11050","5","41","0.002","91","0.1","999","0.11200000000000002"
"11051","5","41","0.002","101","0.02","999","0.11600000000000012"
"11052","5","41","0.002","101","0.04","999","0.12200000000000082"
"11053","5","41","0.002","101","0.06","999","0.11600000000000045"
"11055","5","41","0.002","101","0.1","999","0.15800000000000006"
"11056","5","41","0.002","111","0.02","999","0.00800000000000001"
"11057","5","41","0.002","111","0.04","999","0.22600000000000048"
"11058","5","41","0.002","111","0.06","999","0.034000000000000016"
"11054","5","41","0.002","101","0.08","999","0"
"11059","5","41","0.002","111","0.08","999","0.016000000000000014"
"11061","5","41","0.002","121","0.02","999","0.10000000000000007"
"11060","5","41","0.002","111","0.1","999","0.26800000000000024"
"11062","5","41","0.002","121","0.04","999","0.02800000000000001"
"11063","5","41","0.002","121","0.06","999","0.0740000000000003"
"11064","5","41","0.002","121","0.08","999","0.3120000000000002"
"11066","5","41","0.002","131","0.02","999","0.0900000000000001"
"11065","5","41","0.002","121","0.1","999","0.052000000000000046"
"11067","5","41","0.002","131","0.04","999","0"
"11068","5","41","0.002","131","0.06","999","0.06"
"11069","5","41","0.002","131","0.08","999","0.08"
"11071","5","41","0.002","141","0.02","999","0.046000000000000124"
"11070","5","41","0.002","131","0.1","999","0.002"
"11072","5","41","0.002","141","0.04","999","0.07600000000000026"
"11073","5","41","0.002","141","0.06","999","0.08000000000000027"
"11075","5","41","0.002","141","0.1","999","0.040000000000000036"
"11074","5","41","0.002","141","0.08","999","0.08800000000000001"
"11076","5","41","0.002","151","0.02","999","0"
"11077","5","41","0.002","151","0.04","999","0.01800000000000012"
"11078","5","41","0.002","151","0.06","999","0.06"
"11079","5","41","0.002","151","0.08","999","0.0020000000000004042"
"11080","5","41","0.002","151","0.1","999","0"
"11081","5","41","0.002","161","0.02","999","0.12000000000000009"
"11082","5","41","0.002","161","0.04","999","0.006"
"11083","5","41","0.002","161","0.06","999","0.12400000000000018"
"11084","5","41","0.002","161","0.08","999","0"
"11085","5","41","0.002","161","0.1","999","0.1"
"11086","5","41","0.002","171","0.02","999","0.07000000000000008"
"11087","5","41","0.002","171","0.04","999","0.024000000000000105"
"11088","5","41","0.002","171","0.06","999","0.06"
"11090","5","41","0.002","171","0.1","999","0.006000000000000005"
"11091","5","41","0.002","181","0.02","999","0.3340000000000003"
"11089","5","41","0.002","171","0.08","999","0.082"
"11092","5","41","0.002","181","0.04","999","0.06400000000000008"
"11093","5","41","0.002","181","0.06","999","0"
"11094","5","41","0.002","181","0.08","999","0.1560000000000002"
"11101","5","41","0.004","1","0.02","999","0"
"11102","5","41","0.004","1","0.04","999","0"
"11103","5","41","0.004","1","0.06","999","0"
"11104","5","41","0.004","1","0.08","999","0"
"11105","5","41","0.004","1","0.1","999","0"
"11095","5","41","0.002","181","0.1","999","0.11200000000000017"
"11106","5","41","0.004","11","0.02","999","0.5530172558514155"
"11107","5","41","0.004","11","0.04","999","0.7240000000000006"
"11108","5","41","0.004","11","0.06","999","0.6382205385036552"
"11109","5","41","0.004","11","0.08","999","0.601746595772793"
"11110","5","41","0.004","11","0.1","999","0.5000000000000003"
"11111","5","41","0.004","21","0.02","999","0.5958708598954235"
"11096","5","41","0.002","191","0.02","999","0.028000000000000032"
"11112","5","41","0.004","21","0.04","999","0.3160000000000002"
"11113","5","41","0.004","21","0.06","999","0.22400000000000125"
"11114","5","41","0.004","21","0.08","999","0.18000000000000013"
"11115","5","41","0.004","21","0.1","999","0"
"11116","5","41","0.004","31","0.02","999","0.35200000000000026"
"11117","5","41","0.004","31","0.04","999","0.524000000000001"
"11118","5","41","0.004","31","0.06","999","0.26000000000000023"
"11097","5","41","0.002","191","0.04","999","0.06600000000000004"
"11119","5","41","0.004","31","0.08","999","0.2680000000000002"
"11120","5","41","0.004","31","0.1","999","0.10800000000000018"
"11121","5","41","0.004","41","0.02","999","0.4840000000000004"
"11098","5","41","0.002","191","0.06","999","0.08000000000000045"
"11122","5","41","0.004","41","0.04","999","0"
"11123","5","41","0.004","41","0.06","999","0.42400000000000077"
"11124","5","41","0.004","41","0.08","999","0.05600000000000009"
"11125","5","41","0.004","41","0.1","999","0"
"11126","5","41","0.004","51","0.02","999","0.40800000000000036"
"11100","5","41","0.002","191","0.1","999","0.12800000000000003"
"11127","5","41","0.004","51","0.04","999","0.5461387910348077"
"11099","5","41","0.002","191","0.08","999","0.09600000000000002"
"11128","5","41","0.004","51","0.06","999","0.4560000000000015"
"11129","5","41","0.004","51","0.08","999","0"
"11130","5","41","0.004","51","0.1","999","0"
"11131","5","41","0.004","61","0.02","999","0.33200000000000046"
"11132","5","41","0.004","61","0.04","999","0.4080000000000004"
"11133","5","41","0.004","61","0.06","999","0"
"11134","5","41","0.004","61","0.08","999","0.08"
"11136","5","41","0.004","71","0.02","999","0.20400000000000015"
"11135","5","41","0.004","61","0.1","999","0.23200000000000065"
"11137","5","41","0.004","71","0.04","999","0"
"11138","5","41","0.004","71","0.06","999","0.068"
"11139","5","41","0.004","71","0.08","999","0.2120000000000008"
"11141","5","41","0.004","81","0.02","999","0.4360000000000004"
"11140","5","41","0.004","71","0.1","999","0.42400000000000054"
"11142","5","41","0.004","81","0.04","999","0.10400000000000006"
"11143","5","41","0.004","81","0.06","999","0.06400000000000015"
"11145","5","41","0.004","81","0.1","999","0.048000000000000334"
"11144","5","41","0.004","81","0.08","999","0.0400000000000003"
"11146","5","41","0.004","91","0.02","999","0.16400000000000012"
"11147","5","41","0.004","91","0.04","999","0.02"
"11148","5","41","0.004","91","0.06","999","0.22000000000000053"
"11149","5","41","0.004","91","0.08","999","0"
"11150","5","41","0.004","91","0.1","999","0.20800000000000024"
"11151","5","41","0.004","101","0.02","999","0.3480000000000003"
"11152","5","41","0.004","101","0.04","999","0.2400000000000003"
"11153","5","41","0.004","101","0.06","999","0"
"11154","5","41","0.004","101","0.08","999","0.11200000000000021"
"11155","5","41","0.004","101","0.1","999","0.22000000000000025"
"11156","5","41","0.004","111","0.02","999","0.16800000000000012"
"11157","5","41","0.004","111","0.04","999","0.10400000000000019"
"11158","5","41","0.004","111","0.06","999","0.13200000000000053"
"11159","5","41","0.004","111","0.08","999","0.09200000000000008"
"11160","5","41","0.004","111","0.1","999","0.25600000000000017"
"11161","5","41","0.004","121","0.02","999","0.12400000000000025"
"11162","5","41","0.004","121","0.04","999","0.09200000000000007"
"11163","5","41","0.004","121","0.06","999","0.004"
"11164","5","41","0.004","121","0.08","999","0.09600000000000027"
"11166","5","41","0.004","131","0.02","999","0.19600000000000017"
"11165","5","41","0.004","121","0.1","999","0.24000000000000024"
"11167","5","41","0.004","131","0.04","999","0"
"11168","5","41","0.004","131","0.06","999","0.06800000000000003"
"11171","5","41","0.004","141","0.02","999","0.08000000000000007"
"11170","5","41","0.004","131","0.1","999","0.1"
"11169","5","41","0.004","131","0.08","999","0.08000000000000004"
"11172","5","41","0.004","141","0.04","999","0.11200000000000007"
"11173","5","41","0.004","141","0.06","999","0.07200000000000026"
"11174","5","41","0.004","141","0.08","999","0.10400000000000116"
"11175","5","41","0.004","141","0.1","999","0.06400000000000018"
"11176","5","41","0.004","151","0.02","999","0.03600000000000006"
"11177","5","41","0.004","151","0.04","999","0"
"11178","5","41","0.004","151","0.06","999","0.068"
"11180","5","41","0.004","151","0.1","999","0.004000000000000392"
"11181","5","41","0.004","161","0.02","999","0.23200000000000018"
"11182","5","41","0.004","161","0.04","999","0.14400000000000024"
"11179","5","41","0.004","151","0.08","999","0.21600000000000016"
"11183","5","41","0.004","161","0.06","999","0.06000000000000012"
"11184","5","41","0.004","161","0.08","999","0"
"11185","5","41","0.004","161","0.1","999","0.1680000000000002"
"11186","5","41","0.004","171","0.02","999","0.06400000000000003"
"11187","5","41","0.004","171","0.04","999","0.004000000000000132"
"11188","5","41","0.004","171","0.06","999","0.11600000000000048"
"11189","5","41","0.004","171","0.08","999","0.20800000000000016"
"11190","5","41","0.004","171","0.1","999","0.19200000000000048"
"11191","5","41","0.004","181","0.02","999","0.12400000000000008"
"11192","5","41","0.004","181","0.04","999","0"
"11193","5","41","0.004","181","0.06","999","0.028000000000000073"
"11194","5","41","0.004","181","0.08","999","0.024"
"11201","5","41","0.006","1","0.02","999","0"
"11202","5","41","0.006","1","0.04","999","0"
"11203","5","41","0.006","1","0.06","999","0"
"11204","5","41","0.006","1","0.08","999","0"
"11205","5","41","0.006","1","0.1","999","0"
"11195","5","41","0.004","181","0.1","999","0.1"
"11206","5","41","0.006","11","0.02","999","0.6289878165937213"
"11207","5","41","0.006","11","0.04","999","0.5070187469179804"
"11208","5","41","0.006","11","0.06","999","0.4983111836375452"
"11209","5","41","0.006","11","0.08","999","0.6355581423663357"
"11210","5","41","0.006","11","0.1","999","0.6739490869846102"
"11196","5","41","0.004","191","0.02","999","0"
"11211","5","41","0.006","21","0.02","999","0.5437043358925359"
"11197","5","41","0.004","191","0.04","999","0.03200000000000002"
"11212","5","41","0.006","21","0.04","999","0.7644724516129036"
"11213","5","41","0.006","21","0.06","999","0.174000000000001"
"11214","5","41","0.006","21","0.08","999","0.5702493873038293"
"11215","5","41","0.006","21","0.1","999","0.6904002322424176"
"11216","5","41","0.006","31","0.02","999","0.6618653426607456"
"11217","5","41","0.006","31","0.04","999","0.5866563966652039"
"11218","5","41","0.006","31","0.06","999","0.6600000000000007"
"11219","5","41","0.006","31","0.08","999","0.6558535676700037"
"11220","5","41","0.006","31","0.1","999","0.35800000000000065"
"11199","5","41","0.004","191","0.08","999","0.08"
"11221","5","41","0.006","41","0.02","999","0.6186261365016859"
"11198","5","41","0.004","191","0.06","999","0"
"11222","5","41","0.006","41","0.04","999","0.18600000000000008"
"11223","5","41","0.006","41","0.06","999","0.5880000000000015"
"11224","5","41","0.006","41","0.08","999","0.6543863360218756"
"11225","5","41","0.006","41","0.1","999","0"
"11200","5","41","0.004","191","0.1","999","0"
"11227","5","41","0.006","51","0.04","999","0.7320000000000007"
"11226","5","41","0.006","51","0.02","999","0"
"11229","5","41","0.006","51","0.08","999","0.041999999999999996"
"11228","5","41","0.006","51","0.06","999","0.4740000000000003"
"11230","5","41","0.006","51","0.1","999","0.2020000000000001"
"11231","5","41","0.006","61","0.02","999","0.5701967562179138"
"11232","5","41","0.006","61","0.04","999","0.4580000000000006"
"11233","5","41","0.006","61","0.06","999","0"
"11234","5","41","0.006","61","0.08","999","0.2440000000000002"
"11235","5","41","0.006","61","0.1","999","0.3380000000000003"
"11236","5","41","0.006","71","0.02","999","0"
"11238","5","41","0.006","71","0.06","999","0.042000000000000016"
"11237","5","41","0.006","71","0.04","999","0.11800000000000013"
"11239","5","41","0.006","71","0.08","999","0.3900000000000006"
"11240","5","41","0.006","71","0.1","999","0.14200000000000004"
"11241","5","41","0.006","81","0.02","999","0.4325305926907461"
"11242","5","41","0.006","81","0.04","999","0.1720000000000003"
"11243","5","41","0.006","81","0.06","999","0.26400000000000023"
"11244","5","41","0.006","81","0.08","999","0"
"11245","5","41","0.006","81","0.1","999","0.1"
"11247","5","41","0.006","91","0.04","999","0.19200000000000012"
"11248","5","41","0.006","91","0.06","999","0.11400000000000005"
"11249","5","41","0.006","91","0.08","999","0.11000000000000011"
"11246","5","41","0.006","91","0.02","999","0"
"11250","5","41","0.006","91","0.1","999","0.12200000000000037"
